tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,Titles,pos,neg,neu,compound
tt0089543,movie,The Man with One Red Shoe,The Man with One Red Shoe,0,1985,\N,92,"Comedy,Thriller",5.7,16454,man one red shoe,0.0,0.0,1.0,0.0
tt0089560,movie,Mask,Mask,0,1985,\N,120,"Biography,Drama",7.2,30717,mask,0.0,0.0,1.0,0.0
tt0089591,movie,Miami Supercops,Miami Supercops,0,1985,\N,96,"Action,Comedy,Crime",6.1,7845,miami supercops,0.0,0.0,1.0,0.0
tt0089603,movie,Mishima: A Life in Four Chapters,Mishima: A Life in Four Chapters,0,1985,\N,120,"Biography,Drama",7.9,12362,mishima life four chapter,0.0,0.0,1.0,0.0
tt0089604,movie,Missing in Action 2: The Beginning,Missing in Action 2: The Beginning,0,1985,\N,96,"Action,Drama,Thriller",5.3,8808,missing action beginning,0.0,0.524,0.476,-0.296
tt0089606,movie,My Life as a Dog,Mitt liv som hund,0,1985,\N,101,"Comedy,Drama",7.6,21730,life dog,0.0,0.0,1.0,0.0
tt0089670,movie,National Lampoon's European Vacation,National Lampoon's European Vacation,0,1985,\N,95,"Adventure,Comedy",6.2,68777,national lampoon european vacation,0.0,0.0,1.0,0.0
tt0089686,movie,A Nightmare on Elm Street 2: Freddy's Revenge,A Nightmare on Elm Street Part 2: Freddy's Revenge,0,1985,\N,87,Horror,5.4,73021,nightmare elm street freddy revenge,0.0,0.459,0.541,-0.5267
tt0089695,movie,"No Retreat, No Surrender",No Retreat No Surrender,0,1985,\N,85,"Action,Comedy,Crime",5.6,17894,retreat surrender,0.643,0.0,0.357,0.2023
tt0089730,movie,Once Bitten,Once Bitten,0,1985,\N,94,"Comedy,Drama,Fantasy",5.5,15516,bitten,0.0,0.0,1.0,0.0
tt0089748,movie,When Father Was Away on Business,Otac na sluzbenom putu,0,1985,\N,136,Drama,7.7,9778,father away business,0.0,0.0,1.0,0.0
tt0089755,movie,Out of Africa,Out of Africa,0,1985,\N,161,"Biography,Drama,Romance",7.1,82946,africa,0.0,0.0,1.0,0.0
tt0089791,movie,Pee-wee's Big Adventure,Pee-wee's Big Adventure,0,1985,\N,91,"Adventure,Comedy,Family",7.0,54846,pee-wee big adventure,0.535,0.0,0.465,0.3182
tt0089822,movie,Police Academy 2: Their First Assignment,Police Academy 2: Their First Assignment,0,1985,\N,87,Comedy,5.7,56993,police academy first assignment,0.0,0.0,1.0,0.0
tt0089826,movie,Porky's Revenge,Porky's Revenge,0,1985,\N,92,Comedy,4.8,8927,porky revenge,0.0,0.773,0.227,-0.5267
tt0089839,movie,Private Resort,Private Resort,0,1985,\N,82,Comedy,5.2,8853,private resort,0.0,0.0,1.0,0.0
tt0089841,movie,Prizzi's Honor,Prizzi's Honor,0,1985,\N,130,"Comedy,Crime,Drama",6.7,25412,prizzi honor,0.762,0.0,0.238,0.4939
tt0089853,movie,The Purple Rose of Cairo,The Purple Rose of Cairo,0,1985,\N,82,"Comedy,Fantasy,Romance",7.7,52979,purple rose cairo,0.0,0.0,1.0,0.0
tt0089869,movie,The Quiet Earth,The Quiet Earth,0,1985,\N,91,"Drama,Mystery,Sci-Fi",6.7,26728,quiet earth,0.0,0.0,1.0,0.0
tt0089880,movie,Rambo: First Blood Part II,Rambo: First Blood Part II,0,1985,\N,96,"Action,Adventure,Thriller",6.5,174803,rambo first blood part ii,0.0,0.0,1.0,0.0
tt0089881,movie,Ran,Ran,0,1985,\N,162,"Action,Drama,War",8.2,128761,ran,0.0,0.0,1.0,0.0
tt0089885,movie,Re-Animator,Re-Animator,0,1985,\N,84,"Comedy,Horror,Sci-Fi",7.2,67659,re-animator,0.0,0.0,1.0,0.0
tt0089886,movie,Real Genius,Real Genius,0,1985,\N,108,"Comedy,Romance,Sci-Fi",6.9,35945,real genius,0.0,0.0,1.0,0.0
tt0089893,movie,Red Sonja,Red Sonja,0,1985,\N,89,"Action,Adventure,Fantasy",5.1,43224,red sonja,0.0,0.0,1.0,0.0
tt0089901,movie,Remo Williams: The Adventure Begins,Remo Williams: The Adventure Begins,0,1985,\N,121,"Action,Adventure,Comedy",6.4,13082,remo williams adventure begin,0.434,0.0,0.566,0.3182
tt0089907,movie,The Return of the Living Dead,The Return of the Living Dead,0,1985,\N,91,"Comedy,Horror,Sci-Fi",7.3,64253,return living dead,0.0,0.683,0.317,-0.6486
tt0089908,movie,Return to Oz,Return to Oz,0,1985,\N,113,"Adventure,Family,Fantasy",6.7,28777,return oz,0.0,0.0,1.0,0.0
tt0089927,movie,Rocky IV,Rocky IV,0,1985,\N,91,"Drama,Sport",6.9,215663,rocky iv,0.0,0.0,1.0,0.0
tt0089960,movie,Vagabond,Sans toit ni loi,0,1985,\N,105,Drama,7.7,12342,vagabond,0.0,0.0,1.0,0.0
tt0089961,movie,Santa Claus: The Movie,Santa Claus: The Movie,0,1985,\N,107,"Adventure,Family,Fantasy",6.2,14625,santa claus movie,0.0,0.0,1.0,0.0
tt0090015,movie,Shoah,Shoah,0,1985,\N,566,"Documentary,History,War",8.7,9881,shoah,0.0,0.0,1.0,0.0
tt0090021,movie,Silver Bullet,Silver Bullet,0,1985,\N,95,Horror,6.4,29426,silver bullet,0.0,0.0,1.0,0.0
tt0090056,movie,Spies Like Us,Spies Like Us,0,1985,\N,102,"Adventure,Comedy",6.4,51233,spy like u,0.714,0.0,0.286,0.3612
tt0090060,movie,St. Elmo's Fire,St. Elmo's Fire,0,1985,\N,110,"Drama,Romance",6.3,44152,st. elmo fire,0.0,0.545,0.455,-0.34
tt0090094,movie,The Stuff,The Stuff,0,1985,\N,87,"Comedy,Horror,Sci-Fi",5.9,17279,stuff,0.0,0.0,1.0,0.0
tt0090095,movie,Subway,Subway,0,1985,\N,104,Thriller,6.5,15717,subway,0.0,0.0,1.0,0.0
tt0090098,movie,Summer Rental,Summer Rental,0,1985,\N,87,Comedy,6.2,17336,summer rental,0.0,0.0,1.0,0.0
tt0090103,movie,The Sure Thing,The Sure Thing,0,1985,\N,100,"Comedy,Drama,Romance",7.0,21421,sure thing,0.697,0.0,0.303,0.3182
tt0090142,movie,Teen Wolf,Teen Wolf,0,1985,\N,91,"Comedy,Fantasy,Romance",6.1,56469,teen wolf,0.0,0.0,1.0,0.0
tt0090163,tvMovie,Threads,Threads,0,1984,\N,112,"Drama,Sci-Fi,Thriller",8.0,17262,thread,0.0,0.0,1.0,0.0
tt0090180,movie,To Live and Die in L.A.,To Live and Die in L.A.,0,1985,\N,116,"Action,Crime,Drama",7.3,35562,live die l.a,0.0,0.661,0.339,-0.5994
tt0090190,movie,The Toxic Avenger,The Toxic Avenger,0,1984,\N,82,"Action,Comedy,Horror",6.2,29991,toxic avenger,0.0,0.0,1.0,0.0
tt0090196,movie,Transylvania 6-5000,Transylvania 6-5000,0,1985,\N,93,"Comedy,Fantasy,Horror",4.9,8033,transylvania,0.0,0.0,1.0,0.0
tt0090264,movie,A View to a Kill,A View to a Kill,0,1985,\N,131,"Action,Adventure,Thriller",6.3,100936,view kill,0.0,0.825,0.175,-0.6908
tt0090270,movie,Vision Quest,Vision Quest,0,1985,\N,107,"Drama,Romance,Sport",6.6,9485,vision quest,0.667,0.0,0.333,0.25
tt0090274,movie,Volunteers,Volunteers,0,1985,\N,107,"Adventure,Comedy",5.5,10017,volunteer,0.0,0.0,1.0,0.0
tt0090305,movie,Weird Science,Weird Science,0,1985,\N,94,"Comedy,Romance,Sci-Fi",6.6,92665,weird science,0.0,0.63,0.37,-0.1779
tt0090315,movie,When the Wind Blows,When the Wind Blows,0,1986,\N,84,"Animation,Drama,War",7.7,11719,wind blow,0.0,0.0,1.0,0.0
tt0090329,movie,Witness,Witness,0,1985,\N,112,"Drama,Romance,Thriller",7.4,99229,witness,0.0,0.0,1.0,0.0
tt0090350,movie,Year of the Dragon,Year of the Dragon,0,1985,\N,134,"Action,Crime,Drama",6.8,16699,year dragon,0.0,0.0,1.0,0.0
tt0090357,movie,Young Sherlock Holmes,Young Sherlock Holmes,0,1985,\N,109,"Adventure,Fantasy,Mystery",6.8,22372,young sherlock holmes,0.0,0.0,1.0,0.0
tt0090390,tvSeries,ALF,ALF,0,1986,1990,30,"Comedy,Family,Sci-Fi",7.4,37036,alf,0.0,0.0,1.0,0.0
tt0090481,tvSeries,Matlock,Matlock,0,1986,1995,60,"Crime,Drama,Mystery",7.1,8523,matlock,0.0,0.0,1.0,0.0
tt0090501,tvSeries,Perfect Strangers,Perfect Strangers,0,1986,1993,30,"Comedy,Family",7.2,10525,perfect stranger,0.787,0.0,0.213,0.5719
tt0090506,tvSeries,The Real Ghostbusters,The Real Ghost Busters,0,1986,1991,23,"Action,Animation,Comedy",7.6,10388,real ghostbusters,0.0,0.0,1.0,0.0
tt0090509,tvSeries,The Return of Sherlock Holmes,The Return of Sherlock Holmes,0,1986,1988,60,"Crime,Drama,Mystery",8.7,12677,return sherlock holmes,0.0,0.0,1.0,0.0
tt0090555,movie,Crocodile Dundee,Crocodile Dundee,0,1986,\N,97,"Action,Adventure,Comedy",6.6,109945,crocodile dundee,0.0,0.0,1.0,0.0
tt0090563,movie,Betty Blue,37°2 le matin,0,1986,\N,119,"Drama,Romance",7.3,22371,betty blue,0.0,0.0,1.0,0.0
tt0090570,movie,84 Charing Cross Road,84 Charing Cross Road,0,1987,\N,100,"Biography,Drama,Romance",7.4,10584,charing cross road,0.0,0.0,1.0,0.0
tt0090583,movie,About Last Night,About Last Night...,0,1986,\N,113,"Comedy,Drama,Romance",6.2,16622,last night,0.0,0.0,1.0,0.0
tt0090605,movie,Aliens,Aliens,0,1986,\N,137,"Action,Adventure,Sci-Fi",8.4,730932,alien,0.0,0.0,1.0,0.0
tt0090633,movie,An American Tail,An American Tail,0,1986,\N,80,"Adventure,Animation,Comedy",6.9,55592,american tail,0.0,0.0,1.0,0.0
tt0090655,movie,April Fool's Day,April Fool's Day,0,1986,\N,89,"Horror,Mystery",6.1,17526,april fool day,0.0,0.592,0.408,-0.4404
tt0090660,movie,Armed and Dangerous,Armed and Dangerous,0,1986,\N,88,"Action,Comedy,Crime",5.7,12214,armed dangerous,0.0,0.756,0.244,-0.4767
tt0090667,movie,Asterix in Britain,Astérix chez les Bretons,0,1986,\N,79,"Adventure,Animation,Comedy",7.1,12042,asterix britain,0.0,0.0,1.0,0.0
tt0090670,movie,At Close Range,At Close Range,0,1986,\N,111,"Crime,Drama",6.9,16829,close range,0.0,0.0,1.0,0.0
tt0090685,movie,Back to School,Back to School,0,1986,\N,96,"Comedy,Romance,Sport",6.6,34194,back school,0.0,0.0,1.0,0.0
tt0090728,movie,Big Trouble in Little China,Big Trouble in Little China,0,1986,\N,99,"Action,Adventure,Comedy",7.2,146125,big trouble little china,0.0,0.474,0.526,-0.4019
tt0090756,movie,Blue Velvet,Blue Velvet,0,1986,\N,120,"Crime,Drama,Mystery",7.7,205580,blue velvet,0.0,0.0,1.0,0.0
tt0090830,movie,Children of a Lesser God,Children of a Lesser God,0,1986,\N,119,"Drama,Romance",7.2,17824,child lesser god,0.512,0.0,0.488,0.2732
tt0090837,movie,Chopping Mall,Chopping Mall,0,1986,\N,77,"Comedy,Horror,Sci-Fi",5.6,15856,chopping mall,0.0,0.0,1.0,0.0
tt0090849,movie,Class of Nuke 'Em High,Class of Nuke 'Em High,0,1986,\N,85,"Comedy,Horror,Sci-Fi",5.6,8936,class nuke high,0.0,0.0,1.0,0.0
tt0090852,movie,Clockwise,Clockwise,0,1986,\N,96,Comedy,6.6,13268,clockwise,0.0,0.0,1.0,0.0
tt0090863,movie,The Color of Money,The Color of Money,0,1986,\N,119,"Drama,Sport",7.0,88267,color money,0.0,0.0,1.0,0.0
tt0090887,movie,Critters,Critters,0,1986,\N,86,"Comedy,Horror,Sci-Fi",6.1,37130,critter,0.0,0.0,1.0,0.0
tt0090888,movie,Crossroads,Crossroads,0,1986,\N,99,"Drama,Music,Mystery",7.1,16838,crossroad,0.0,0.0,1.0,0.0
tt0090917,movie,Deadly Friend,Deadly Friend,0,1986,\N,91,"Drama,Horror,Sci-Fi",5.5,8282,deadly friend,0.762,0.0,0.238,0.4939
tt0090927,movie,The Delta Force,The Delta Force,0,1986,\N,125,"Action,Adventure,Drama",5.6,21084,delta force,0.0,0.0,1.0,0.0
tt0090930,movie,Demons 2,Dèmoni 2... l'incubo ritorna,0,1986,\N,92,Horror,5.9,11242,demon,0.0,0.0,1.0,0.0
tt0090966,movie,Down and Out in Beverly Hills,Down and Out in Beverly Hills,0,1986,\N,103,Comedy,6.2,19750,beverly hill,0.0,0.0,1.0,0.0
tt0090967,movie,Down by Law,Down by Law,0,1986,\N,107,"Comedy,Crime,Drama",7.7,53143,law,0.0,0.0,1.0,0.0
tt0090985,movie,The Decline of the American Empire,Le déclin de l'empire américain,0,1986,\N,101,"Comedy,Drama",7.1,8498,decline american empire,0.0,0.0,1.0,0.0
tt0091042,movie,Ferris Bueller's Day Off,Ferris Bueller's Day Off,0,1986,\N,103,Comedy,7.8,368556,ferris bueller day,0.0,0.0,1.0,0.0
tt0091059,movie,Flight of the Navigator,Flight of the Navigator,0,1986,\N,90,"Adventure,Comedy,Family",6.9,49812,flight navigator,0.0,0.0,1.0,0.0
tt0091064,movie,The Fly,The Fly,0,1986,\N,96,"Drama,Horror,Sci-Fi",7.6,190382,fly,0.0,0.0,1.0,0.0
tt0091080,movie,Friday the 13th Part VI: Jason Lives,Jason Lives: Friday the 13th Part VI,0,1986,\N,86,"Horror,Thriller",6.0,47551,friday th part vi jason life,0.0,0.0,1.0,0.0
tt0091083,movie,From Beyond,From Beyond,0,1986,\N,85,"Horror,Sci-Fi",6.6,28023,beyond,0.0,0.0,1.0,0.0
tt0091129,movie,The Golden Child,The Golden Child,0,1986,\N,94,"Action,Adventure,Comedy",5.9,57588,golden child,0.0,0.0,1.0,0.0
tt0091142,movie,Gothic,Gothic,0,1986,\N,87,"Drama,Fantasy,Horror",5.7,8283,gothic,0.0,0.0,1.0,0.0
tt0091149,movie,The Great Mouse Detective,The Great Mouse Detective,0,1986,\N,74,"Adventure,Animation,Family",7.1,51698,great mouse detective,0.672,0.0,0.328,0.6249
tt0091159,movie,Gung Ho,Gung Ho,0,1986,\N,112,"Comedy,Drama",6.3,13453,gung ho,0.0,0.0,1.0,0.0
tt0091167,movie,Hannah and Her Sisters,Hannah and Her Sisters,0,1986,\N,107,"Comedy,Drama",7.8,73316,hannah sister,0.0,0.0,1.0,0.0
tt0091187,movie,Heartbreak Ridge,Heartbreak Ridge,0,1986,\N,130,"Drama,War",6.8,45807,heartbreak ridge,0.0,0.787,0.213,-0.5719
tt0091188,movie,Heartburn,Heartburn,0,1986,\N,108,"Comedy,Drama",6.1,11821,heartburn,0.0,0.0,1.0,0.0
tt0091203,movie,Highlander,Highlander,0,1986,\N,116,"Action,Adventure,Fantasy",7.1,140419,highlander,0.0,0.0,1.0,0.0
tt0091209,movie,The Hitcher,The Hitcher,0,1986,\N,97,"Action,Mystery,Thriller",7.2,50038,hitcher,0.0,0.0,1.0,0.0
tt0091223,movie,House,House,0,1985,\N,93,"Comedy,Fantasy,Horror",6.1,28399,house,0.0,0.0,1.0,0.0
tt0091225,movie,Howard the Duck,Howard the Duck,0,1986,\N,110,"Action,Adventure,Comedy",4.7,48791,howard duck,0.0,0.0,1.0,0.0
tt0091251,movie,Come and See,Idi i smotri,0,1985,\N,142,"Drama,Thriller,War",8.4,85260,come see,0.0,0.0,1.0,0.0
tt0091276,movie,Invaders from Mars,Invaders from Mars,0,1986,\N,100,"Horror,Sci-Fi",5.5,9758,invader mar,0.0,0.0,1.0,0.0
tt0091278,movie,Iron Eagle,Iron Eagle,0,1986,\N,117,"Action,Thriller,War",5.5,15284,iron eagle,0.0,0.0,1.0,0.0
tt0091306,movie,Jumpin' Jack Flash,Jumpin' Jack Flash,0,1986,\N,105,"Comedy,Romance,Thriller",5.9,20031,jumpin jack flash,0.0,0.0,1.0,0.0
tt0091326,movie,The Karate Kid Part II,The Karate Kid Part II,0,1986,\N,113,"Action,Family,Sport",6.1,93836,karate kid part ii,0.0,0.0,1.0,0.0
tt0091341,movie,Kin-dza-dza!,Kin-dza-dza!,0,1986,\N,135,"Comedy,Drama,Sci-Fi",7.9,13131,kin-dza-dza,0.0,0.0,1.0,0.0
tt0091369,movie,Labyrinth,Labyrinth,0,1986,\N,101,"Adventure,Family,Fantasy",7.3,142558,labyrinth,0.0,0.0,1.0,0.0
tt0091396,movie,Legal Eagles,Legal Eagles,0,1986,\N,116,"Comedy,Crime,Romance",6.0,11618,legal eagle,0.6,0.0,0.4,0.128
tt0091419,movie,Little Shop of Horrors,Little Shop of Horrors,0,1986,\N,94,"Comedy,Horror,Musical",7.1,80269,little shop horror,0.0,0.631,0.369,-0.5302
tt0091431,movie,Armour of God,Lung hing foo dai,0,1986,\N,88,"Action,Adventure,Comedy",6.9,20863,armour god,0.677,0.0,0.323,0.2732
tt0091445,movie,Lucas,Lucas,0,1986,\N,100,"Comedy,Drama,Romance",6.9,16859,lucas,0.0,0.0,1.0,0.0
tt0091480,movie,Manon of the Spring,Manon des sources,0,1986,\N,113,Drama,8.0,23078,manon spring,0.0,0.0,1.0,0.0
tt0091497,movie,Bad Blood,Mauvais sang,0,1986,\N,116,"Crime,Drama,Romance",7.2,8832,bad blood,0.0,0.778,0.222,-0.5423
tt0091499,movie,Maximum Overdrive,Maximum Overdrive,0,1986,\N,98,"Action,Comedy,Horror",5.4,33870,maximum overdrive,0.0,0.0,1.0,0.0
tt0091530,movie,The Mission,The Mission,0,1986,\N,125,"Adventure,Drama,History",7.4,63192,mission,0.0,0.0,1.0,0.0
tt0091541,movie,The Money Pit,The Money Pit,0,1986,\N,91,Comedy,6.4,59124,money pit,0.0,0.0,1.0,0.0
tt0091557,movie,The Mosquito Coast,The Mosquito Coast,0,1986,\N,117,"Adventure,Drama,Thriller",6.6,30010,mosquito coast,0.0,0.0,1.0,0.0
tt0091578,movie,My Beautiful Laundrette,My Beautiful Laundrette,0,1985,\N,97,"Comedy,Drama,Romance",6.8,16640,beautiful laundrette,0.796,0.0,0.204,0.5994
tt0091605,movie,The Name of the Rose,Der Name der Rose,0,1986,\N,130,"Drama,Mystery,Thriller",7.7,111690,name rose,0.0,0.0,1.0,0.0
tt0091630,movie,Night of the Creeps,Night of the Creeps,0,1986,\N,88,"Comedy,Horror,Sci-Fi",6.7,24796,night creep,0.0,0.0,1.0,0.0
tt0091637,movie,No Mercy,No Mercy,0,1986,\N,106,"Crime,Drama,Romance",5.7,7993,mercy,1.0,0.0,0.0,0.3612
tt0091670,movie,The Sacrifice,Offret,0,1986,\N,149,Drama,7.9,29476,sacrifice,0.0,0.0,1.0,0.0
tt0091680,movie,One Crazy Summer,One Crazy Summer,0,1986,\N,93,"Comedy,Romance",6.3,15991,one crazy summer,0.0,0.545,0.455,-0.34
tt0091738,movie,Peggy Sue Got Married,Peggy Sue Got Married,0,1986,\N,103,"Comedy,Drama,Fantasy",6.4,38995,peggy sue got married,0.0,0.0,1.0,0.0
tt0091757,movie,Pirates,Pirates,0,1986,\N,121,"Action,Adventure,Comedy",6.0,9079,pirate,0.0,0.0,1.0,0.0
tt0091763,movie,Platoon,Platoon,0,1986,\N,120,"Drama,War",8.1,422504,platoon,0.0,0.0,1.0,0.0
tt0091777,movie,Police Academy 3: Back in Training,Police Academy 3: Back in Training,0,1986,\N,83,Comedy,5.3,46922,police academy back training,0.0,0.0,1.0,0.0
tt0091778,movie,Poltergeist II: The Other Side,Poltergeist II: The Other Side,0,1986,\N,91,Horror,5.6,28402,poltergeist ii side,0.0,0.0,1.0,0.0
tt0091790,movie,Pretty in Pink,Pretty in Pink,0,1986,\N,97,"Comedy,Drama,Romance",6.7,84723,pretty pink,0.762,0.0,0.238,0.4939
tt0091828,movie,Raw Deal,Raw Deal,0,1986,\N,106,"Action,Crime,Thriller",5.6,35800,raw deal,0.0,0.0,1.0,0.0
tt0091830,movie,The Green Ray,Le rayon vert,0,1986,\N,99,"Drama,Romance",7.6,9752,green ray,0.0,0.0,1.0,0.0
tt0091860,movie,River's Edge,River's Edge,0,1986,\N,99,"Crime,Drama",6.9,19097,river edge,0.0,0.0,1.0,0.0
tt0091867,movie,A Room with a View,A Room with a View,0,1985,\N,117,"Drama,Romance",7.2,45371,room view,0.0,0.0,1.0,0.0
tt0091875,movie,Running Scared,Running Scared,0,1986,\N,107,"Action,Comedy,Crime",6.5,13948,running scared,0.0,0.744,0.256,-0.4404
tt0091877,movie,Ruthless People,Ruthless People,0,1986,\N,93,"Comedy,Crime",6.9,29491,ruthless people,0.0,0.0,1.0,0.0
tt0091939,movie,She's Gotta Have It,She's Gotta Have It,0,1986,\N,84,"Comedy,Romance",6.8,15421,got ta,0.0,0.0,1.0,0.0
tt0091954,movie,Sid and Nancy,Sid and Nancy,0,1986,\N,112,"Biography,Drama,Music",7.0,33503,sid nancy,0.0,0.0,1.0,0.0
tt0091983,movie,Something Wild,Something Wild,0,1986,\N,114,"Comedy,Crime,Romance",6.9,19714,something wild,0.0,0.0,1.0,0.0
tt0091991,movie,Soul Man,Soul Man,0,1986,\N,104,"Comedy,Romance",5.3,8662,soul man,0.0,0.0,1.0,0.0
tt0091993,movie,SpaceCamp,SpaceCamp,0,1986,\N,107,"Adventure,Family,Sci-Fi",5.7,15394,spacecamp,0.0,0.0,1.0,0.0
tt0092005,movie,Stand by Me,Stand by Me,0,1986,\N,89,"Adventure,Drama",8.1,416113,stand,0.0,0.0,1.0,0.0
tt0092007,movie,Star Trek IV: The Voyage Home,Star Trek IV: The Voyage Home,0,1986,\N,119,"Action,Adventure,Comedy",7.3,88184,star trek iv voyage home,0.0,0.0,1.0,0.0
tt0092048,movie,Tampopo,Tampopo,0,1985,\N,114,Comedy,7.9,20669,tampopo,0.0,0.0,1.0,0.0
tt0092067,movie,Castle in the Sky,Tenkû no shiro Rapyuta,0,1986,\N,125,"Adventure,Animation,Family",8.0,171439,castle sky,0.0,0.0,1.0,0.0
tt0092076,movie,The Texas Chainsaw Massacre 2,The Texas Chainsaw Massacre 2,0,1986,\N,101,"Comedy,Horror",5.6,35109,texas chainsaw massacre,0.0,0.0,1.0,0.0
tt0092086,movie,Three Amigos!,Three Amigos!,0,1986,\N,104,"Comedy,Western",6.5,79004,three amigo,0.0,0.0,1.0,0.0
tt0092099,movie,Top Gun,Top Gun,0,1986,\N,109,"Action,Drama",6.9,472893,top gun,0.429,0.571,0.0,-0.1531
tt0092106,movie,The Transformers: The Movie,The Transformers: The Movie,0,1986,\N,84,"Action,Adventure,Animation",7.2,40637,transformer movie,0.0,0.0,1.0,0.0
tt0092115,movie,Troll,Troll,0,1986,\N,82,"Comedy,Fantasy,Horror",4.6,10918,troll,0.0,0.0,1.0,0.0
tt0092214,movie,Wildcats,Wildcats,0,1986,\N,106,"Comedy,Sport",6.0,14161,wildcat,0.0,0.0,1.0,0.0
tt0092240,movie,The Wraith,The Wraith,0,1986,\N,93,"Action,Horror,Romance",5.9,17669,wraith,0.0,0.0,1.0,0.0
tt0092263,movie,A Better Tomorrow,Ying hung boon sik,0,1986,\N,95,"Action,Crime,Drama",7.4,24139,better tomorrow,0.744,0.0,0.256,0.4404
tt0092272,movie,Youngblood,Youngblood,0,1986,\N,110,"Drama,Romance,Sport",6.2,15284,youngblood,0.0,0.0,1.0,0.0
tt0092312,tvSeries,21 Jump Street,21 Jump Street,0,1987,1991,60,"Crime,Drama,Mystery",7.2,13364,jump street,0.0,0.0,1.0,0.0
tt0092324,tvSeries,Blackadder the Third,Blackadder the Third,0,1987,1987,180,Comedy,8.6,45328,blackadder third,0.0,0.0,1.0,0.0
tt0092325,tvSeries,The Bold and the Beautiful,The Bold and the Beautiful,0,1987,\N,30,"Drama,Romance",3.4,7989,bold beautiful,1.0,0.0,0.0,0.7579
tt0092337,tvMiniSeries,Dekalog,Dekalog,0,1989,1990,572,Drama,9.0,26530,dekalog,0.0,0.0,1.0,0.0
tt0092359,tvSeries,Full House,Full House,0,1987,1995,22,"Comedy,Drama,Family",6.8,60524,full house,0.0,0.0,1.0,0.0
tt0092379,tvSeries,Inspector Morse,Inspector Morse,0,1987,2000,100,"Crime,Drama,Mystery",8.2,13086,inspector morse,0.0,0.0,1.0,0.0
tt0092400,tvSeries,Married... with Children,Married with Children,0,1987,1997,22,Comedy,8.1,106911,married child,0.0,0.0,1.0,0.0
tt0092455,tvSeries,Star Trek: The Next Generation,Star Trek: The Next Generation,0,1987,1994,44,"Action,Adventure,Sci-Fi",8.7,126953,star trek next generation,0.0,0.0,1.0,0.0
tt0092493,movie,Crocodile Dundee II,Crocodile Dundee II,0,1988,\N,108,"Action,Adventure,Comedy",5.7,59036,crocodile dundee ii,0.0,0.0,1.0,0.0
tt0092494,movie,*batteries not included,*batteries not included,0,1987,\N,106,"Comedy,Family,Fantasy",6.6,36594,battery not included,0.0,0.0,1.0,0.0
tt0092501,movie,Project A 2,'A' gai wak 2,0,1987,\N,106,"Action,Comedy,Crime",7.0,10799,project,0.0,0.0,1.0,0.0
tt0092513,movie,Adventures in Babysitting,Adventures in Babysitting,0,1987,\N,102,"Adventure,Comedy,Crime",6.9,46379,adventure babysitting,0.697,0.0,0.303,0.3182
tt0092534,movie,Allan Quatermain and the Lost City of Gold,Allan Quatermain and the Lost City of Gold,0,1986,\N,99,"Action,Adventure,Comedy",4.5,9891,allan quatermain lost city gold,0.0,0.365,0.635,-0.3182
tt0092546,movie,Amazon Women on the Moon,Amazon Women on the Moon,0,1987,\N,85,"Comedy,Sci-Fi",6.2,12217,amazon woman moon,0.459,0.0,0.541,0.1779
tt0092548,movie,American Ninja 2: The Confrontation,American Ninja 2: The Confrontation,0,1987,\N,90,"Action,Comedy,Drama",4.9,9202,american ninja confrontation,0.0,0.535,0.465,-0.3182
tt0092563,movie,Angel Heart,Angel Heart,0,1987,\N,113,"Horror,Mystery,Thriller",7.2,91409,angel heart,0.0,0.0,1.0,0.0
tt0092571,tvMiniSeries,Anne of Avonlea,Anne of Green Gables: The Sequel,0,1987,1987,230,"Drama,Family,Romance",8.4,9762,anne avonlea,0.0,0.0,1.0,0.0
tt0092576,movie,StageFright,Deliria,0,1987,\N,90,"Horror,Thriller",6.6,8505,stagefright,0.0,0.0,1.0,0.0
tt0092593,movie,"Goodbye, Children",Au revoir les enfants,0,1987,\N,104,"Drama,War",8.0,34860,goodbye child,0.0,0.0,1.0,0.0
tt0092603,movie,Babette's Feast,Babettes gæstebud,0,1987,\N,103,Drama,7.8,20944,babette feast,0.0,0.0,1.0,0.0
tt0092605,movie,Baby Boom,Baby Boom,0,1987,\N,110,"Comedy,Drama,Romance",6.3,18117,baby boom,0.0,0.0,1.0,0.0
tt0092610,movie,Bad Taste,Bad Taste,0,1987,\N,91,"Comedy,Horror,Sci-Fi",6.5,47995,bad taste,0.0,0.778,0.222,-0.5423
tt0092618,movie,Barfly,Barfly,0,1987,\N,100,"Comedy,Drama,Romance",7.1,21099,barfly,0.0,0.0,1.0,0.0
tt0092644,movie,Beverly Hills Cop II,Beverly Hills Cop II,0,1987,\N,100,"Action,Comedy,Crime",6.5,124149,beverly hill cop ii,0.0,0.0,1.0,0.0
tt0092654,movie,The Big Easy,The Big Easy,0,1986,\N,102,"Comedy,Crime,Drama",6.5,13294,big easy,0.744,0.0,0.256,0.4404
tt0092666,movie,Blind Date,Blind Date,0,1987,\N,95,"Comedy,Romance",5.9,23398,blind date,0.0,0.73,0.27,-0.4019
tt0092675,movie,Bloodsport,Bloodsport,0,1988,\N,92,"Action,Biography,Drama",6.8,88677,bloodsport,0.0,0.0,1.0,0.0
