tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,Titles,pos,neg,neu,compound
tt0414055,movie,Elizabeth: The Golden Age,Elizabeth: The Golden Age,0,2007,\N,114,"Biography,Drama,History",6.8,73119,elizabeth golden age,0.0,0.0,1.0,0.0
tt0133024,movie,Ishq,Ishq,0,1997,\N,161,"Action,Comedy,Drama",6.8,11270,ishq,0.0,0.0,1.0,0.0
tt1251757,movie,Middle Men,Middle Men,0,2009,\N,105,"Comedy,Crime,Drama",6.8,37987,middle men,0.0,0.0,1.0,0.0
tt0091578,movie,My Beautiful Laundrette,My Beautiful Laundrette,0,1985,\N,97,"Comedy,Drama,Romance",6.8,16640,beautiful laundrette,0.796,0.0,0.204,0.5994
tt0293662,movie,The Transporter,The Transporter,0,2002,\N,92,"Action,Crime,Thriller",6.8,310204,transporter,0.0,0.0,1.0,0.0
tt0450385,movie,1408,1408,0,2007,\N,104,"Fantasy,Horror,Mystery",6.8,281048,,0.0,0.0,0.0,0.0
tt2382396,movie,Joe,Joe,0,2013,\N,117,"Crime,Drama,Thriller",6.8,49770,joe,0.0,0.0,1.0,0.0
tt0103428,tvSeries,Goof Troop,Goof Troop,0,1992,1993,30,"Adventure,Animation,Comedy",6.8,9010,goof troop,0.0,0.0,1.0,0.0
tt0926380,movie,The Boys Are Back,The Boys Are Back,0,2009,\N,104,Drama,6.8,10376,boy back,0.0,0.0,1.0,0.0
tt1196204,movie,Cemetery Junction,Cemetery Junction,0,2010,\N,95,"Comedy,Drama",6.8,23850,cemetery junction,0.0,0.0,1.0,0.0
tt0062512,movie,You Only Live Twice,You Only Live Twice,0,1967,\N,117,"Action,Adventure,Thriller",6.8,112981,live twice,0.0,0.0,1.0,0.0
tt12347286,tvMiniSeries,Raktanchal,Raktanchal,0,2020,\N,30,"Action,Crime",6.8,7956,raktanchal,0.0,0.0,1.0,0.0
tt0098621,movie,The War of the Roses,The War of the Roses,0,1989,\N,116,"Comedy,Romance",6.8,55174,war rose,0.0,0.796,0.204,-0.5994
tt0073906,movie,The Wind and the Lion,The Wind and the Lion,0,1975,\N,119,"Action,Adventure,Drama",6.8,9736,wind lion,0.0,0.0,1.0,0.0
tt7475578,movie,Munich: The Edge of War,Munich: The Edge of War,0,2021,\N,130,"Biography,Drama,History",6.8,33194,munich edge war,0.0,0.661,0.339,-0.5994
tt3173910,movie,Hasee Toh Phasee,Hasee Toh Phasee,0,2014,\N,141,"Comedy,Romance",6.8,15736,hasee toh phasee,0.0,0.0,1.0,0.0
tt0081237,movie,The Ninth Configuration,The Ninth Configuration,0,1980,\N,118,"Comedy,Drama,Horror",6.8,8251,ninth configuration,0.0,0.0,1.0,0.0
tt1531924,movie,The Disappearance of Eleanor Rigby: Him,The Disappearance of Eleanor Rigby: Him,0,2013,\N,89,"Drama,Romance",6.8,10089,disappearance eleanor rigby,0.0,0.0,1.0,0.0
tt0430105,movie,Four Brothers,Four Brothers,0,2005,\N,109,"Action,Crime,Drama",6.8,151426,four brother,0.0,0.0,1.0,0.0
tt0086984,movie,Body Double,Body Double,0,1984,\N,114,"Crime,Drama,Mystery",6.8,35569,body double,0.0,0.0,1.0,0.0
tt0783640,movie,The Last Full Measure,The Last Full Measure,0,2019,\N,116,"Drama,War",6.8,12863,last full measure,0.0,0.0,1.0,0.0
tt0060438,movie,A Funny Thing Happened on the Way to the Forum,A Funny Thing Happened on the Way to the Forum,0,1966,\N,99,"Comedy,Musical",6.8,9540,funny thing happened way forum,0.42,0.0,0.58,0.4404
tt5797184,movie,Escape from Pretoria,Escape from Pretoria,0,2020,\N,106,"Biography,Crime,Mystery",6.8,39860,escape pretoria,0.63,0.0,0.37,0.1779
tt0116908,movie,The Long Kiss Goodnight,The Long Kiss Goodnight,0,1996,\N,121,"Action,Crime,Drama",6.8,82245,long kiss goodnight,0.583,0.0,0.417,0.4215
tt1456060,movie,Boy Wonder,Boy Wonder,0,2010,\N,93,"Action,Crime,Drama",6.8,9319,boy wonder,0.0,0.0,1.0,0.0
tt0166943,movie,Music of the Heart,Music of the Heart,0,1999,\N,124,"Drama,Music",6.8,12986,music heart,0.0,0.0,1.0,0.0
tt0964185,movie,Tetro,Tetro,0,2009,\N,127,Drama,6.8,13380,tetro,0.0,0.0,1.0,0.0
tt10451852,movie,Nine Days,Nine Days,0,2020,\N,124,"Drama,Fantasy",6.8,9474,nine day,0.0,0.0,1.0,0.0
tt7671064,movie,Brittany Runs a Marathon,Brittany Runs a Marathon,0,2019,\N,104,"Comedy,Drama",6.8,21093,brittany run marathon,0.0,0.0,1.0,0.0
tt23571908,movie,Chris Rock: Selective Outrage,Chris Rock: Selective Outrage,0,2023,\N,69,"Comedy,Documentary",6.8,10185,chris rock selective outrage,0.0,0.524,0.476,-0.5106
tt6218358,movie,Calibre,Calibre,0,2018,\N,101,"Drama,Thriller",6.8,31084,calibre,0.0,0.0,1.0,0.0
tt5294550,movie,All the Money in the World,All the Money in the World,0,2017,\N,132,"Biography,Crime,Drama",6.8,87636,money world,0.0,0.0,1.0,0.0
tt1231460,tvSeries,Late Night with Jimmy Fallon,Late Night with Jimmy Fallon,0,2009,2014,60,"Comedy,Music,Talk-Show",6.8,13577,late night jimmy fallon,0.0,0.0,1.0,0.0
tt1190722,tvSpecial,Louis C.K.: Chewed Up,Louis C.K.: Chewed Up,0,2008,\N,61,Comedy,8.5,10847,louis c.k chewed,0.0,0.0,1.0,0.0
tt8050756,tvSeries,The Owl House,The Owl House,0,2020,2023,22,"Action,Adventure,Animation",8.5,15227,owl house,0.0,0.0,1.0,0.0
tt4538072,tvEpisode,San Junipero,San Junipero,0,2016,\N,61,"Drama,Mystery,Sci-Fi",8.5,60088,san junipero,0.0,0.0,1.0,0.0
tt2528254,tvMiniSeries,This Is England '90,This Is England '90,0,2015,2015,55,"Comedy,Crime,Drama",8.5,8940,england,0.0,0.0,1.0,0.0
tt0172495,movie,Gladiator,Gladiator,0,2000,\N,155,"Action,Adventure,Drama",8.5,1531977,gladiator,0.0,0.0,1.0,0.0
tt0061287,tvSeries,The Prisoner,The Prisoner,0,1967,1968,50,"Drama,Mystery,Sci-Fi",8.5,14435,prisoner,0.0,1.0,0.0,-0.5423
tt6304452,videoGame,Uncharted: The Lost Legacy,Uncharted: The Lost Legacy,0,2017,\N,\N,"Action,Adventure,Thriller",8.5,8088,uncharted lost legacy,0.0,0.535,0.465,-0.3182
tt2582802,movie,Whiplash,Whiplash,0,2014,\N,106,"Drama,Music",8.5,900105,whiplash,0.0,0.0,1.0,0.0
tt4125416,tvEpisode,Stick,Stick,0,2015,\N,50,"Action,Crime,Drama",8.5,10315,stick,0.0,0.0,1.0,0.0
tt0043208,tvSeries,I Love Lucy,I Love Lucy,0,1951,1957,30,"Comedy,Family",8.5,27593,love lucy,0.808,0.0,0.192,0.6369
tt8545606,videoGame,Assassin's Creed: Odyssey,Assassin's Creed: Odyssey,0,2018,\N,\N,"Action,Adventure,Fantasy",8.5,8290,assassin creed odyssey,0.0,0.0,1.0,0.0
tt5719540,tvEpisode,Off Brand,Off Brand,0,2017,\N,47,"Crime,Drama",8.5,10543,brand,0.0,0.0,1.0,0.0
tt0367495,movie,Anbe Sivam,Anbe Sivam,0,2003,\N,160,"Adventure,Comedy,Drama",8.5,23969,anbe sivam,0.0,0.0,1.0,0.0
tt0262150,tvSeries,Black Books,Black Books,0,2000,2004,25,Comedy,8.5,60276,black book,0.0,0.0,1.0,0.0
tt0934320,tvMiniSeries,Summer Heights High,Summer Heights High,0,2007,2007,227,"Comedy,Drama,Family",8.5,14729,summer height high,0.0,0.0,1.0,0.0
tt18327540,tvEpisode,Pride,Pride,0,2022,\N,24,"Action,Adventure,Animation",8.5,14613,pride,1.0,0.0,0.0,0.34
tt13847926,tvEpisode,Nobody's Listening!,Nobody's Listening!,0,2022,\N,47,"Action,Adventure,Drama",8.5,10503,nobody listening,0.0,0.0,1.0,0.0
tt0807832,tvSeries,Mushi-Shi,Mushishi,0,2005,2014,25,"Animation,Drama,Fantasy",8.5,13977,mushi-shi,0.0,0.0,1.0,0.0
tt2844574,tvEpisode,"That Day: The Fall of Shiganshina, Part 2","That Day: The Fall of Shiganshina, Part 2",0,2013,\N,24,"Action,Adventure,Animation",8.5,17040,day fall shiganshina part,0.0,0.0,1.0,0.0
tt0120586,movie,American History X,American History X,0,1998,\N,119,"Crime,Drama",8.5,1140946,american history x,0.0,0.0,1.0,0.0
tt0823463,videoGame,Gears of War,Gears of War,0,2006,\N,\N,"Action,Sci-Fi,War",8.5,8943,gear war,0.0,0.796,0.204,-0.5994
tt11655050,tvEpisode,Family,Family,0,2021,\N,52,"Action,Adventure,Drama",8.5,11227,family,0.0,0.0,1.0,0.0
tt14586040,tvEpisode,Welcome to the Playground,Welcome to the Playground,0,2021,\N,43,"Action,Adventure,Animation",8.5,14742,welcome playground,0.75,0.0,0.25,0.4588
tt5249462,tvMiniSeries,Erased,Boku dake ga inai machi,0,2016,2016,264,"Animation,Crime,Drama",8.5,51443,erased,0.0,0.0,1.0,0.0
tt0290978,tvSeries,The Office,The Office,0,2001,2003,30,"Comedy,Drama",8.5,116926,office,0.0,0.0,1.0,0.0
tt18286830,tvEpisode,Sunset,Sunset,0,2022,\N,24,"Action,Adventure,Animation",8.5,14384,sunset,0.0,0.0,1.0,0.0
tt2461634,tvEpisode,Episode #1.4,Episode #1.4,0,2013,\N,59,"Crime,Drama",8.5,9253,episode,0.0,0.0,1.0,0.0
tt0054215,movie,Psycho,Psycho,0,1960,\N,109,"Horror,Mystery,Thriller",8.5,685848,psycho,0.0,0.0,1.0,0.0
tt2674806,tvSeries,Inside No. 9,Inside No. 9,0,2014,\N,30,"Comedy,Crime,Drama",8.5,17989,inside,0.0,0.0,1.0,0.0
tt0253474,movie,The Pianist,The Pianist,0,2002,\N,150,"Biography,Drama,Music",8.5,853249,pianist,0.0,0.0,1.0,0.0
tt0075520,tvMiniSeries,Jesus of Nazareth,Jesus of Nazareth,0,1977,1977,382,"Biography,Drama,History",8.5,23675,jesus nazareth,0.0,0.0,1.0,0.0
tt8413338,movie,Kumbalangi Nights,Kumbalangi Nights,0,2019,\N,135,"Comedy,Drama,Romance",8.5,15702,kumbalangi night,0.0,0.0,1.0,0.0
tt5675620,tvSeries,The Punisher,The Punisher,0,2017,2019,53,"Action,Crime,Drama",8.5,246688,punisher,0.0,1.0,0.0,-0.4404
tt0098825,tvMiniSeries,House of Cards,House of Cards,0,1990,2022,226,Drama,8.5,14704,house card,0.0,0.0,1.0,0.0
tt3853926,tvEpisode,Try,Try,0,2015,\N,42,"Drama,Horror,Thriller",8.5,11329,try,0.0,0.0,1.0,0.0
tt1439629,tvSeries,Community,Community,0,2009,2015,22,Comedy,8.5,275744,community,0.0,0.0,1.0,0.0
tt0110357,movie,The Lion King,The Lion King,0,1994,\N,88,"Adventure,Animation,Drama",8.5,1082007,lion king,0.0,0.0,1.0,0.0
tt1683091,tvEpisode,Bullet Points,Bullet Points,0,2011,\N,47,"Crime,Drama,Thriller",8.5,20912,bullet point,0.0,0.0,1.0,0.0
tt0052572,movie,The World of Apu,Apur Sansar,0,1959,\N,105,Drama,8.5,15402,world apu,0.0,0.0,1.0,0.0
tt7120662,tvSeries,Derry Girls,Derry Girls,0,2018,2022,30,Comedy,8.5,48475,derry girl,0.0,0.0,1.0,0.0
tt0472027,tvMiniSeries,John Adams,John Adams,0,2008,2008,71,"Biography,Drama,History",8.5,34478,john adam,0.0,0.0,1.0,0.0
tt3526078,tvSeries,Schitt's Creek,Schitt's Creek,0,2015,2020,22,Comedy,8.5,129238,schitt creek,0.0,0.0,1.0,0.0
tt0995832,tvMiniSeries,Generation Kill,Generation Kill,0,2008,2008,70,"Drama,War",8.5,55863,generation kill,0.0,0.825,0.175,-0.6908
tt1829962,tvEpisode,Lord Snow,Lord Snow,0,2011,\N,58,"Action,Adventure,Drama",8.5,36694,lord snow,0.0,0.0,1.0,0.0
tt2161930,tvEpisode,Chapter 1,Chapter 1,0,2013,\N,55,Drama,8.5,8161,chapter,0.0,0.0,1.0,0.0
tt0262985,tvSeries,Queer as Folk,Queer as Folk,0,1999,2005,47,"Drama,Romance",8.5,21533,queer folk,0.0,0.0,1.0,0.0
tt8948790,movie,Jersey,Jersey,0,2019,\N,157,"Drama,Sport",8.5,19700,jersey,0.0,0.0,1.0,0.0
tt5332206,tvSeries,Signal,Sigeuneol,0,2016,2016,80,"Crime,Drama,Fantasy",8.5,7949,signal,0.0,0.0,1.0,0.0
tt7911894,tvEpisode,Chapter Five: The Flayed,Chapter Five: The Flayed,0,2019,\N,51,"Drama,Fantasy,Horror",8.5,18689,chapter five flayed,0.0,0.0,1.0,0.0
tt7074002,tvEpisode,Something Beautiful,Something Beautiful,0,2018,\N,43,"Crime,Drama",8.5,10162,something beautiful,0.796,0.0,0.204,0.5994
tt0307987,movie,Bad Santa,Bad Santa,0,2003,\N,92,"Comedy,Crime,Drama",7.1,148735,bad santa,0.0,0.778,0.222,-0.5423
tt8041276,movie,Paddleton,Paddleton,0,2019,\N,89,"Comedy,Drama",7.1,14676,paddleton,0.0,0.0,1.0,0.0
tt2053463,movie,Side Effects,Side Effects,0,2013,\N,106,"Crime,Drama,Mystery",7.1,193132,side effect,0.0,0.0,1.0,0.0
tt1260581,tvMovie,Red Riding: The Year of Our Lord 1980,Red Riding: The Year of Our Lord 1980,0,2009,\N,93,"Crime,Drama,History",7.1,9339,red riding year lord,0.0,0.0,1.0,0.0
tt0082477,movie,Gregory's Girl,Gregory's Girl,0,1980,\N,91,"Comedy,Drama,Romance",7.1,9028,gregory girl,0.0,0.0,1.0,0.0
tt0057298,movie,McLintock!,McLintock!,0,1963,\N,126,"Comedy,Western",7.1,15788,mclintock,0.0,0.0,1.0,0.0
tt4513678,movie,Ghostbusters: Afterlife,Ghostbusters: Afterlife,0,2021,\N,124,"Adventure,Comedy,Fantasy",7.1,191417,ghostbusters afterlife,0.0,0.0,1.0,0.0
tt12621156,tvEpisode,A Hard Way to Go,A Hard Way to Go,0,2022,\N,71,"Crime,Drama,Thriller",7.1,9341,hard way go,0.0,0.412,0.588,-0.1027
tt1909447,tvSeries,Deadman Wonderland,Deadman Wonderland,0,2011,2011,24,"Action,Animation,Drama",7.1,11257,deadman wonderland,0.0,0.0,1.0,0.0
tt0048055,movie,The Far Country,The Far Country,0,1954,\N,97,"Drama,Romance,Western",7.1,8130,far country,0.0,0.0,1.0,0.0
tt8574252,movie,The Witch: Part 1 - The Subversion,Manyeo,0,2018,\N,125,"Action,Mystery,Sci-Fi",7.1,14891,witch part subversion,0.0,0.556,0.444,-0.3612
tt3579018,tvSeries,Emerald City,Emerald City,0,2016,2017,60,"Adventure,Drama,Fantasy",7.1,13071,emerald city,0.0,0.0,1.0,0.0
tt0096694,tvSeries,Saved by the Bell,Saved by the Bell,0,1989,1992,30,"Comedy,Family,Romance",7.1,36164,saved bell,0.737,0.0,0.263,0.4215
tt0089755,movie,Out of Africa,Out of Africa,0,1985,\N,161,"Biography,Drama,Romance",7.1,82946,africa,0.0,0.0,1.0,0.0
tt0120616,movie,The Mummy,The Mummy,0,1999,\N,124,"Action,Adventure,Fantasy",7.1,442850,mummy,0.0,0.0,1.0,0.0
tt10095582,movie,The Tragedy of Macbeth,The Tragedy of Macbeth,0,2021,\N,105,"Drama,Mystery,Thriller",7.1,36496,tragedy macbeth,0.0,0.815,0.185,-0.6597
tt0425601,movie,Trailer Park Boys: The Movie,Trailer Park Boys: The Movie,0,2006,\N,95,"Comedy,Crime",7.1,13238,trailer park boy movie,0.0,0.0,1.0,0.0
tt0119256,movie,Hard Eight,Sydney,0,1996,\N,102,"Crime,Drama",7.1,52701,hard eight,0.0,0.583,0.417,-0.1027
tt1291465,movie,Raajneeti,Raajneeti,0,2010,\N,163,"Crime,Drama,Thriller",7.1,18219,raajneeti,0.0,0.0,1.0,0.0
tt0080889,movie,Hopscotch,Hopscotch,0,1980,\N,106,"Adventure,Comedy",7.1,8477,hopscotch,0.0,0.0,1.0,0.0
tt0283226,tvSeries,Totally Spies!,Totally Spies!,0,2001,2014,22,"Action,Adventure,Animation",7.1,11352,totally spy,0.0,0.0,1.0,0.0
tt0468492,movie,The Host,Gwoemul,0,2006,\N,120,"Drama,Horror,Sci-Fi",7.1,126490,host,0.0,0.0,1.0,0.0
tt2891174,movie,99 Homes,99 Homes,0,2014,\N,112,"Crime,Drama",7.1,35200,home,0.0,0.0,1.0,0.0
tt0093640,movie,No Way Out,No Way Out,0,1987,\N,114,"Action,Crime,Drama",7.1,42606,way,0.0,0.0,1.0,0.0
tt0896872,movie,The Whistleblower,The Whistleblower,0,2010,\N,112,"Biography,Crime,Drama",7.1,34849,whistleblower,0.0,0.0,1.0,0.0
tt12312250,tvMiniSeries,Jeffrey Epstein: Filthy Rich,Jeffrey Epstein: Filthy Rich,0,2020,2020,227,"Crime,Documentary",7.1,26229,jeffrey epstein filthy rich,0.545,0.0,0.455,0.5574
tt0053137,movie,On the Beach,On the Beach,0,1959,\N,134,"Drama,Romance,Sci-Fi",7.1,13803,beach,0.0,0.0,1.0,0.0
tt12805346,tvSeries,Aashram,Aashram,0,2020,2022,45,"Crime,Drama,Mystery",7.1,34196,aashram,0.0,0.0,1.0,0.0
tt0086567,movie,WarGames,WarGames,0,1983,\N,114,"Action,Drama,Sci-Fi",7.1,104029,wargames,0.0,0.0,1.0,0.0
tt0059740,movie,The Sons of Katie Elder,The Sons of Katie Elder,0,1965,\N,122,Western,7.1,18291,son katie elder,0.0,0.0,1.0,0.0
tt7821582,tvSeries,Truth Be Told,Truth Be Told,0,2019,2023,45,"Crime,Drama,Mystery",7.1,15586,truth told,0.697,0.0,0.303,0.3182
tt8425404,tvSeries,The Bay,The Bay,0,2019,\N,45,"Crime,Drama,Mystery",7.1,9611,bay,0.0,0.0,1.0,0.0
tt3150586,tvSeries,Ebb and Tide,Medcezir,0,2013,2015,100,"Comedy,Drama,Romance",7.1,9141,ebb tide,0.0,0.0,1.0,0.0
tt0070707,movie,Sleeper,Sleeper,0,1973,\N,89,"Comedy,Sci-Fi",7.1,43815,sleeper,0.0,0.0,1.0,0.0
tt1625150,movie,North Sea Texas,"Noordzee, Texas",0,2011,\N,98,"Drama,Romance",7.1,9580,north sea texas,0.0,0.0,1.0,0.0
tt0439662,movie,Fanaa,Fanaa,0,2006,\N,168,"Action,Drama,Romance",7.1,33864,fanaa,0.0,0.0,1.0,0.0
tt0077053,tvSeries,Mork & Mindy,Mork & Mindy,0,1978,1982,30,"Comedy,Family,Sci-Fi",7.1,11926,mork mindy,0.0,0.0,1.0,0.0
tt0805666,tvSeries,Shark,Shark,0,2006,2008,60,"Crime,Drama,Mystery",7.1,11860,shark,0.0,0.0,1.0,0.0
tt0051337,movie,The 7th Voyage of Sinbad,The 7th Voyage of Sinbad,0,1958,\N,88,"Action,Adventure,Family",7.1,13986,th voyage sinbad,0.0,0.0,1.0,0.0
tt6264654,movie,Free Guy,Free Guy,0,2021,\N,115,"Action,Adventure,Comedy",7.1,388615,free guy,0.767,0.0,0.233,0.5106
tt0107756,movie,Orlando,Orlando,0,1992,\N,94,"Biography,Drama,Fantasy",7.1,17591,orlando,0.0,0.0,1.0,0.0
tt14992922,movie,The Tinder Swindler,The Tinder Swindler,0,2022,\N,114,"Crime,Documentary",7.1,68740,tinder swindler,0.0,0.0,1.0,0.0
tt0120866,movie,Titus,Titus,0,1999,\N,162,"Drama,History,Thriller",7.1,21024,titus,0.0,0.0,1.0,0.0
tt0985699,movie,Valkyrie,Valkyrie,0,2008,\N,121,"Drama,History,Thriller",7.1,250283,valkyrie,0.0,0.0,1.0,0.0
tt11083552,movie,Wrath of Man,Wrath of Man,0,2021,\N,119,"Action,Crime,Thriller",7.1,188911,wrath man,0.0,0.0,1.0,0.0
tt0090481,tvSeries,Matlock,Matlock,0,1986,1995,60,"Crime,Drama,Mystery",7.1,8523,matlock,0.0,0.0,1.0,0.0
tt8632862,movie,Fahrenheit 11/9,Fahrenheit 11/9,0,2018,\N,128,Documentary,7.1,19904,fahrenheit,0.0,0.0,1.0,0.0
tt2719848,movie,Everest,Everest,0,2015,\N,121,"Action,Adventure,Biography",7.1,223471,everest,0.0,0.0,1.0,0.0
tt7569576,tvSeries,The Flight Attendant,The Flight Attendant,0,2020,2022,\N,"Comedy,Drama,Mystery",7.1,58822,flight attendant,0.0,0.0,1.0,0.0
tt5460276,movie,Kaabil,Kaabil,0,2017,\N,139,"Action,Crime,Drama",7.1,27937,kaabil,0.0,0.0,1.0,0.0
tt0308055,movie,Bobby,Bobby,0,2006,\N,117,"Biography,Drama,History",7.0,42391,bobby,0.0,0.0,1.0,0.0
tt7491982,tvSeries,FBI,FBI,0,2018,\N,60,"Action,Crime,Drama",7.0,19986,fbi,0.0,0.0,1.0,0.0
tt1745787,movie,The Tribe,Plemya,0,2014,\N,126,"Crime,Drama",7.0,11553,tribe,0.0,0.0,1.0,0.0
tt11847410,movie,The Fallout,The Fallout,0,2021,\N,96,Drama,7.0,27403,fallout,0.0,0.0,1.0,0.0
tt0086510,movie,Under Fire,Under Fire,0,1983,\N,128,"Drama,War",7.0,8122,fire,0.0,1.0,0.0,-0.34
tt0055830,movie,Carnival of Souls,Carnival of Souls,0,1962,\N,78,"Horror,Mystery",7.0,25982,carnival soul,0.0,0.0,1.0,0.0
tt4669986,movie,Loving,Loving,0,2016,\N,123,"Biography,Drama,Romance",7.0,35301,loving,1.0,0.0,0.0,0.5994
tt11847842,tvSeries,The Tourist,The Tourist,0,2022,2023,58,"Drama,Mystery,Thriller",7.0,18608,tourist,0.0,0.0,1.0,0.0
tt1648186,movie,Fisherman's Friends,Fisherman's Friends,0,2019,\N,112,"Comedy,Drama,Music",7.0,10284,fisherman friend,0.762,0.0,0.238,0.4939
tt0041841,movie,Sands of Iwo Jima,Sands of Iwo Jima,0,1949,\N,100,"Action,Drama,Romance",7.0,10912,sand iwo jima,0.0,0.0,1.0,0.0
tt8415836,tvSeries,Guillermo del Toro's Cabinet of Curiosities,Guillermo del Toro's Cabinet of Curiosities,0,2022,\N,60,"Drama,Horror,Mystery",7.0,48710,guillermo del toro cabinet curiosity,0.0,0.0,1.0,0.0
tt3513500,movie,Chip 'n Dale: Rescue Rangers,Chip 'n Dale: Rescue Rangers,0,2022,\N,97,"Action,Adventure,Animation",7.0,43374,chip dale rescue ranger,0.524,0.0,0.476,0.5106
tt0102494,movie,My Own Private Idaho,My Own Private Idaho,0,1991,\N,104,Drama,7.0,58862,private idaho,0.0,0.0,1.0,0.0
tt0092890,movie,Dirty Dancing,Dirty Dancing,0,1987,\N,100,"Drama,Music,Romance",7.0,241892,dirty dancing,0.0,0.744,0.256,-0.4404
tt0093185,movie,The Hidden,The Hidden,0,1987,\N,97,"Horror,Sci-Fi,Thriller",7.0,21140,hidden,0.0,0.0,1.0,0.0
tt0120902,movie,The X Files,The X Files,0,1998,\N,121,"Drama,Mystery,Sci-Fi",7.0,107617,x file,0.0,0.0,1.0,0.0
tt0970468,movie,Miss Pettigrew Lives for a Day,Miss Pettigrew Lives for a Day,0,2008,\N,92,"Comedy,Romance",7.0,29100,miss pettigrew life day,0.0,0.348,0.652,-0.1531
tt0416508,movie,Becoming Jane,Becoming Jane,0,2007,\N,120,"Biography,Drama,Romance",7.0,63312,becoming jane,0.0,0.0,1.0,0.0
tt0118887,movie,Cop Land,Cop Land,0,1997,\N,105,"Crime,Drama,Thriller",7.0,99678,cop land,0.0,0.0,1.0,0.0
tt1217213,movie,Secret of the Wings,Secret of the Wings,0,2012,\N,75,"Animation,Family,Fantasy",7.0,13141,secret wing,0.0,0.0,1.0,0.0
tt0082926,movie,Polyester,Polyester,0,1981,\N,86,Comedy,7.0,8525,polyester,0.0,0.0,1.0,0.0
tt0287535,tvMovie,The Lost Battalion,The Lost Battalion,0,2001,\N,92,"Action,Drama,War",7.0,7857,lost battalion,0.0,0.697,0.303,-0.3182
tt0440803,movie,Shutter,Shutter,0,2004,\N,97,"Horror,Mystery,Thriller",7.0,46762,shutter,0.0,0.0,1.0,0.0
tt2390361,movie,Enough Said,Enough Said,0,2013,\N,93,"Comedy,Drama,Romance",7.0,64401,enough said,0.0,0.0,1.0,0.0
tt0096560,tvSeries,Coach,Coach,0,1989,1997,30,"Comedy,Sport",7.0,7823,coach,0.0,0.0,1.0,0.0
tt0889588,movie,The Children of Huang Shi,The Children of Huang Shi,0,2008,\N,125,"Drama,War",7.0,9834,child huang shi,0.0,0.0,1.0,0.0
tt1172049,movie,Demolition,Demolition,0,2015,\N,101,"Comedy,Drama",7.0,103695,demolition,0.0,0.0,1.0,0.0
tt0050598,movie,A King in New York,A King in New York,0,1957,\N,110,"Comedy,Drama",7.0,8501,king new york,0.0,0.0,1.0,0.0
tt11950110,tvEpisode,Crushed,Crushed,0,2022,\N,49,"Action,Adventure,Comedy",7.0,10213,crushed,0.0,1.0,0.0,-0.4215
tt0089504,movie,Lost in America,Lost in America,0,1985,\N,91,Comedy,7.0,9275,lost america,0.0,0.697,0.303,-0.3182
tt0058262,movie,The Killers,The Killers,0,1964,\N,93,"Crime,Drama,Mystery",7.0,8739,killer,0.0,1.0,0.0,-0.6486
tt7466442,movie,The Bob's Burgers Movie,The Bob's Burgers Movie,0,2022,\N,102,"Adventure,Animation,Comedy",7.0,19191,bob burger movie,0.0,0.0,1.0,0.0
tt8304498,tvSeries,Turn Up Charlie,Turn Up Charlie,0,2019,2019,30,"Comedy,Music",7.0,7901,turn charlie,0.0,0.0,1.0,0.0
tt2888046,movie,Ip Man 3,Yip Man 3,0,2015,\N,105,"Action,Biography,Drama",7.0,57639,ip man,0.0,0.0,1.0,0.0
tt0070723,movie,Soylent Green,Soylent Green,0,1973,\N,97,"Crime,Mystery,Sci-Fi",7.0,67364,soylent green,0.0,0.0,1.0,0.0
tt1582459,tvSeries,The Event,The Event,0,2010,2011,43,"Crime,Drama,Mystery",7.0,26369,event,0.0,0.0,1.0,0.0
tt0424136,movie,Hard Candy,Hard Candy,0,2005,\N,104,"Drama,Thriller",7.0,163620,hard candy,0.0,0.583,0.417,-0.1027
tt0076752,movie,The Spy Who Loved Me,The Spy Who Loved Me,0,1977,\N,125,"Action,Adventure,Thriller",7.0,112007,spy loved,0.796,0.0,0.204,0.5994
tt0795441,movie,Winter in Wartime,Oorlogswinter,0,2008,\N,103,"Drama,History,War",7.0,13216,winter wartime,0.0,0.0,1.0,0.0
tt0048445,movie,Oklahoma!,Oklahoma!,0,1955,\N,145,"Comedy,Drama,Musical",7.0,13391,oklahoma,0.0,0.0,1.0,0.0
tt5935704,movie,Padmaavat,Padmaavat,0,2018,\N,164,"Drama,History,Romance",7.0,34426,padmaavat,0.0,0.0,1.0,0.0
tt0113497,movie,Jumanji,Jumanji,0,1995,\N,104,"Adventure,Comedy,Family",7.0,357216,jumanji,0.0,0.0,1.0,0.0
tt1439572,movie,Perfect Sense,Perfect Sense,0,2011,\N,92,"Drama,Romance,Sci-Fi",7.0,61752,perfect sense,0.787,0.0,0.213,0.5719
tt0147004,movie,Little Voice,Little Voice,0,1998,\N,97,"Comedy,Drama,Music",7.0,16833,little voice,0.0,0.0,1.0,0.0
tt0910554,movie,Frequently Asked Questions About Time Travel,Frequently Asked Questions About Time Travel,0,2009,\N,83,"Comedy,Sci-Fi",7.0,35257,frequently asked question time travel,0.0,0.0,1.0,0.0
tt1045670,movie,Happy-Go-Lucky,Happy-Go-Lucky,0,2008,\N,118,"Comedy,Drama,Romance",7.0,40317,happy-go-lucky,0.0,0.0,1.0,0.0
tt8425058,tvMovie,Brexit,Brexit: The Uncivil War,0,2019,\N,92,"Biography,Drama,History",7.0,17304,brexit,0.0,0.0,1.0,0.0
